"filename", "language", "Ignore", "Docker", "HTML", "YAML", "JSON", "JSON with Comments", "TypeScript", "Markdown", "MS SQL", "JavaScript", "XML", "TypeScript JSX", "PostCSS", "JavaScript JSX", "comment", "blank", "total"
"c:\Users\chris\Documents\GitHub\polymart\src\components\MarkdownBody.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 1, 3, 105
"c:\Users\chris\Documents\GitHub\polymart\src\components\MarkdownEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 0, 0, 2, 9, 146
"c:\Users\chris\Documents\GitHub\polymart\src\components\ProtectedRoute.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 2, 6, 33
"c:\Users\chris\Documents\GitHub\polymart\src\components\VerificationBadge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 10, 89
"c:\Users\chris\Documents\GitHub\polymart\src\components\mode-toggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 4, 38
"c:\Users\chris\Documents\GitHub\polymart\src\components\theme-provider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 184, 0, 0, 1, 46, 231
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\accordion.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 7, 65
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\alert-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 180, 0, 0, 0, 15, 195
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\alert.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 7, 67
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\aspect-ratio.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 3, 10
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\avatar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 10, 110
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 6, 49
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\breadcrumb.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 11, 110
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\button-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 8, 84
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 6, 65
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\calendar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 11, 221
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 10, 93
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\carousel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 213, 0, 0, 0, 27, 240
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\chart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 339, 0, 0, 2, 34, 375
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 5, 33
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\collapsible.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 5, 32
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\command.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 0, 0, 13, 185
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\context-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 234, 0, 0, 0, 19, 253
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 0, 0, 0, 13, 157
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\direction.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 4, 21
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\drawer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 14, 136
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239, 0, 0, 0, 19, 258
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\empty.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 10, 105
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\field.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 228, 0, 0, 0, 21, 249
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 0, 0, 0, 24, 166
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\hover-card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 6, 43
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\input-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 0, 0, 3, 15, 169
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\input-otp.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 9, 78
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 4, 22
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\item.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 15, 194
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\kbd.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 4, 29
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\label.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 4, 23
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\menubar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 256, 0, 0, 0, 19, 275
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\native-select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 6, 54
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\navigation-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 0, 0, 0, 12, 169
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\pagination.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 11, 128
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\popover.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 10, 88
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\progress.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 4, 30
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\radio-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 6, 46
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\resizable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 6, 52
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\scroll-area.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 6, 59
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 177, 0, 0, 0, 14, 191
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 5, 29
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\sheet.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 13, 142
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 660, 0, 0, 12, 55, 727
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 14
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\slider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 5, 62
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\sonner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 5, 41
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\spinner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 4, 17
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\switch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 4, 34
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 12, 117
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 9, 92
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 4, 19
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\toggle-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 7, 82
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\toggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 5, 46
"c:\Users\chris\Documents\GitHub\polymart\src\components\ui\tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 7, 56
"c:\Users\chris\Documents\GitHub\polymart\src\hooks\use-mobile.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20
"c:\Users\chris\Documents\GitHub\polymart\src\hooks\useAccount.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 490, 0, 0, 0, 0, 0, 0, 0, 2, 73, 565
"c:\Users\chris\Documents\GitHub\polymart\src\index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 0, 33, 14, 190
"c:\Users\chris\Documents\GitHub\polymart\src\lib\SimulationContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 278, 0, 0, 6, 27, 311
"c:\Users\chris\Documents\GitHub\polymart\src\lib\routes.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 1, 2, 24
"c:\Users\chris\Documents\GitHub\polymart\src\lib\simulation.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 440, 0, 0, 0, 0, 0, 0, 0, 29, 52, 521
"c:\Users\chris\Documents\GitHub\polymart\src\lib\utils.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\chris\Documents\GitHub\polymart\src\main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 4, 21
"c:\Users\chris\Documents\GitHub\polymart\src\pages\AccountPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 631, 0, 0, 19, 55, 705
"c:\Users\chris\Documents\GitHub\polymart\src\pages\AdminPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 381, 0, 0, 7, 39, 427
"c:\Users\chris\Documents\GitHub\polymart\src\pages\ApiDocsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1152, 0, 0, 24, 41, 1217
"c:\Users\chris\Documents\GitHub\polymart\src\pages\BotBugReportPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 0, 0, 1, 16, 163
"c:\Users\chris\Documents\GitHub\polymart\src\pages\BotLegalPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 5, 13, 152
"c:\Users\chris\Documents\GitHub\polymart\src\pages\BotSuggestionPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 0, 0, 1, 15, 148
"c:\Users\chris\Documents\GitHub\polymart\src\pages\ChangelogPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 0, 0, 6, 14, 189
"c:\Users\chris\Documents\GitHub\polymart\src\pages\CommunitiesPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 649, 0, 0, 8, 55, 712
"c:\Users\chris\Documents\GitHub\polymart\src\pages\CommunityAdminPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 484, 0, 0, 11, 38, 533
"c:\Users\chris\Documents\GitHub\polymart\src\pages\CommunityBlogPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 4, 13, 126
"c:\Users\chris\Documents\GitHub\polymart\src\pages\CommunityPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1146, 0, 0, 18, 80, 1244
"c:\Users\chris\Documents\GitHub\polymart\src\pages\CommunityPostPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 514, 0, 0, 13, 49, 576
"c:\Users\chris\Documents\GitHub\polymart\src\pages\CommunityStandardsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 204, 0, 0, 8, 19, 231
"c:\Users\chris\Documents\GitHub\polymart\src\pages\DashboardPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 652, 0, 0, 21, 58, 731
"c:\Users\chris\Documents\GitHub\polymart\src\pages\EduToolsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 696, 0, 0, 42, 75, 813
"c:\Users\chris\Documents\GitHub\polymart\src\pages\EducationPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 922, 0, 0, 20, 49, 991
"c:\Users\chris\Documents\GitHub\polymart\src\pages\ForexPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 757, 0, 0, 27, 60, 844
"c:\Users\chris\Documents\GitHub\polymart\src\pages\HelpCenterPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 972, 0, 0, 19, 33, 1024
"c:\Users\chris\Documents\GitHub\polymart\src\pages\HomePage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 333, 0, 0, 13, 27, 373
"c:\Users\chris\Documents\GitHub\polymart\src\pages\KofiLegalPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 0, 0, 5, 14, 174
"c:\Users\chris\Documents\GitHub\polymart\src\pages\LegalPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 5, 13, 147
"c:\Users\chris\Documents\GitHub\polymart\src\pages\MarketPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1394, 0, 0, 69, 100, 1563
"c:\Users\chris\Documents\GitHub\polymart\src\pages\PortfolioPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 613, 0, 0, 22, 59, 694
"c:\Users\chris\Documents\GitHub\polymart\src\pages\ProductsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 307, 0, 0, 10, 21, 338
